MODULE;DATA_ID;WORKSHEET;CELL_REF;RC_CODE;TYPE;LENGTH;MONETARY;CLOSED_LIST;DEFAULT_LIST_VALUE;SHORT_DESCRIPTION;Comment
Counterparty Detailed;CPD_NL_EXPPV_FP_EX_R13_S10_***;CDR - SCR hyp;N3186:HE3186;R3186C14:R3186C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(existing) - per Segment - Region 13;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_EB_R13S10_***;CDR - SCR hyp;N3187:HE3187;R3187C14:R3187C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - Existing business - FP(future) - per Segment - Region 13;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_NB_R13S10_***;CDR - SCR hyp;N3188:HE3188;R3188C14:R3188C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - New business - FP(future) - per Segment - Region 13;
Counterparty Detailed;CPD_NL_PCO_N_R13_S10_***;CDR - SCR hyp;N3189:HE3189;R3189C14:R3189C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 13;
Counterparty Detailed;CPD_NL_PR_E_N_R13_S11_***;CDR - SCR hyp;N3191:HE3191;R3191C14:R3191C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 13;
Counterparty Detailed;CPD_NL_PR_E_N_NY_EB_R13_S11_***;CDR - SCR hyp;N3192:HE3192;R3192C14:R3192C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums Next year expectation - Existing business - Net Earned - per Segment - Region 13;
Counterparty Detailed;CPD_NL_PR_E_N_NY_NB_R13_S11_***;CDR - SCR hyp;N3193:HE3193;R3193C14:R3193C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums Next year expectation - New business - Net Earned - per Segment - Region 13;
Counterparty Detailed;CPD_NL_EXPPV_FP_EX_R13_S11_***;CDR - SCR hyp;N3194:HE3194;R3194C14:R3194C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(existing) - per Segment - Region 13;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_EB_R13S11_***;CDR - SCR hyp;N3195:HE3195;R3195C14:R3195C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - Existing business - FP(future) - per Segment - Region 13;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_NB_R13S11_***;CDR - SCR hyp;N3196:HE3196;R3196C14:R3196C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - New business - FP(future) - per Segment - Region 13;
Counterparty Detailed;CPD_NL_PCO_N_R13_S11_***;CDR - SCR hyp;N3197:HE3197;R3197C14:R3197C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 13;
Counterparty Detailed;CPD_NL_PR_E_N_R13_S12_***;CDR - SCR hyp;N3199:HE3199;R3199C14:R3199C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 13;
Counterparty Detailed;CPD_NL_NPPRI_PR_E_N_R13_***;CDR - SCR hyp;N3200:HE3200;R3200C14:R3200C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Non-proportional property reinsurance - Net earned Premiums per geo. region;
Counterparty Detailed;CPD_NL_PR_E_N_NY_EB_R13_S12_***;CDR - SCR hyp;N3201:HE3201;R3201C14:R3201C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums Next year expectation - Existing business - Net Earned - per Segment - Region 13;
Counterparty Detailed;CPD_NL_NPPRI_P_E_N_NY_EB_R13_***;CDR - SCR hyp;N3202:HE3202;R3202C14:R3202C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Non-proportional property reinsurance -  next year expected: Net Earned Premiums per geo. region - existing business ;
Counterparty Detailed;CPD_NL_PR_E_N_NY_NB_R13_S12_***;CDR - SCR hyp;N3203:HE3203;R3203C14:R3203C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums Next year expectation - New business - Net Earned - per Segment - Region 13;
Counterparty Detailed;CPD_NL_NPPRI_P_E_N_NY_NB_R13_***;CDR - SCR hyp;N3204:HE3204;R3204C14:R3204C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Non-proportional property reinsurance -  next year expected: Net Earned Premiums per geo. region - new business ;
Counterparty Detailed;CPD_NL_EXPPV_FP_EX_R13_S12_***;CDR - SCR hyp;N3205:HE3205;R3205C14:R3205C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(existing) - per Segment - Region 13;
Counterparty Detailed;CPD_NL_NPPRI_EXPPV_FP_EX_R13_***;CDR - SCR hyp;N3206:HE3206;R3206C14:R3206C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Non-proportional property reinsurance - Premiums - expected present value - FP(existing) per geo. region;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_EB_R13S12_***;CDR - SCR hyp;N3207:HE3207;R3207C14:R3207C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - Existing business - FP(future) - per Segment - Region 13;
Counterparty Detailed;CPD_NL_NPPRI_EP_FP_FU_EB_R13_***;CDR - SCR hyp;N3208:HE3208;R3208C14:R3208C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Non-proportional property reinsurance - Premiums - expected present value - FP(future) per geo. region - existing business ;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_NB_R13S12_***;CDR - SCR hyp;N3209:HE3209;R3209C14:R3209C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - New business - FP(future) - per Segment - Region 13;
Counterparty Detailed;CPD_NL_NPPRI_EP_FP_FU_NB_R13_***;CDR - SCR hyp;N3210:HE3210;R3210C14:R3210C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Non-proportional property reinsurance - Premiums - expected present value - FP(future) per geo. region - new business ;
Counterparty Detailed;CPD_NL_PCO_N_R13_S12_***;CDR - SCR hyp;N3211:HE3211;R3211C14:R3211C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 13;
Counterparty Detailed;CPD_NL_NPPRI_PCO_N_R13_***;CDR - SCR hyp;N3212:HE3212;R3212C14:R3212C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Non-proportional property reinsurance - net PCO per geo. region;
Counterparty Detailed;CPD_HNSLT_PR_E_N_R14_S01_***;CDR - SCR hyp;N3216:HE3216;R3216C14:R3216C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_P_E_N_NY_EB_R14S01_***;CDR - SCR hyp;N3217:HE3217;R3217C14:R3217C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Net Premiums - Next year expectation - Existing business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_P_E_N_NY_NB_R14S01_***;CDR - SCR hyp;N3218:HE3218;R3218C14:R3218C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Net Premiums - Next year expectation - New business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EXPPV_FP_EX_R14S01_***;CDR - SCR hyp;N3219:HE3219;R3219C14:R3219C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(existing) - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EP_FP_FU_EB_R14S01_***;CDR - SCR hyp;N3220:HE3220;R3220C14:R3220C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(future) - Existing business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EP_FP_FU_NB_R14S01_***;CDR - SCR hyp;N3221:HE3221;R3221C14:R3221C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(future) - New business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_PCO_N_R14_S01_***;CDR - SCR hyp;N3222:HE3222;R3222C14:R3222C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_PR_E_N_R14_S02_***;CDR - SCR hyp;N3224:HE3224;R3224C14:R3224C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_P_E_N_NY_EB_R14S02_***;CDR - SCR hyp;N3225:HE3225;R3225C14:R3225C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Net Premiums - Next year expectation - Existing business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_P_E_N_NY_NB_R14S02_***;CDR - SCR hyp;N3226:HE3226;R3226C14:R3226C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Net Premiums - Next year expectation - New business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EXPPV_FP_EX_R14S02_***;CDR - SCR hyp;N3227:HE3227;R3227C14:R3227C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(existing) - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EP_FP_FU_EB_R14S02_***;CDR - SCR hyp;N3228:HE3228;R3228C14:R3228C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(future) - Existing business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EP_FP_FU_NB_R14S02_***;CDR - SCR hyp;N3229:HE3229;R3229C14:R3229C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(future) - New business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_PCO_N_R14_S02_***;CDR - SCR hyp;N3230:HE3230;R3230C14:R3230C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_PR_E_N_R14_S03_***;CDR - SCR hyp;N3232:HE3232;R3232C14:R3232C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_P_E_N_NY_EB_R14S03_***;CDR - SCR hyp;N3233:HE3233;R3233C14:R3233C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Net Premiums - Next year expectation - Existing business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_P_E_N_NY_NB_R14S03_***;CDR - SCR hyp;N3234:HE3234;R3234C14:R3234C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Net Premiums - Next year expectation - New business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EXPPV_FP_EX_R14S03_***;CDR - SCR hyp;N3235:HE3235;R3235C14:R3235C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(existing) - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EP_FP_FU_EB_R14S03_***;CDR - SCR hyp;N3236:HE3236;R3236C14:R3236C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(future) - Existing business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EP_FP_FU_NB_R14S03_***;CDR - SCR hyp;N3237:HE3237;R3237C14:R3237C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(future) - New business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_PCO_N_R14_S03_***;CDR - SCR hyp;N3238:HE3238;R3238C14:R3238C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_PR_E_N_R14_S04_***;CDR - SCR hyp;N3240:HE3240;R3240C14:R3240C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_P_E_N_NY_EB_R14S04_***;CDR - SCR hyp;N3241:HE3241;R3241C14:R3241C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Net Premiums - Next year expectation - Existing business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_P_E_N_NY_NB_R14S04_***;CDR - SCR hyp;N3242:HE3242;R3242C14:R3242C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Net Premiums - Next year expectation - New business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EXPPV_FP_EX_R14S04_***;CDR - SCR hyp;N3243:HE3243;R3243C14:R3243C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(existing) - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EP_FP_FU_EB_R14S04_***;CDR - SCR hyp;N3244:HE3244;R3244C14:R3244C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(future) - Existing business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_EP_FP_FU_NB_R14S04_***;CDR - SCR hyp;N3245:HE3245;R3245C14:R3245C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(future) - New business - per Segment - Region 14;
Counterparty Detailed;CPD_HNSLT_PCO_N_R14_S04_***;CDR - SCR hyp;N3246:HE3246;R3246C14:R3246C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - NSLT health underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 14;
Counterparty Detailed;CPD_NL_PR_E_N_R14_S01_***;CDR - SCR hyp;N3248:HE3248;R3248C14:R3248C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 14;
Counterparty Detailed;CPD_NL_PR_E_N_NY_EB_R14_S01_***;CDR - SCR hyp;N3249:HE3249;R3249C14:R3249C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums Next year expectation - Existing business - Net Earned - per Segment - Region 14;
Counterparty Detailed;CPD_NL_PR_E_N_NY_NB_R14_S01_***;CDR - SCR hyp;N3250:HE3250;R3250C14:R3250C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums Next year expectation - New business - Net Earned - per Segment - Region 14;
Counterparty Detailed;CPD_NL_EXPPV_FP_EX_R14_S01_***;CDR - SCR hyp;N3251:HE3251;R3251C14:R3251C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(existing) - per Segment - Region 14;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_EB_R14S01_***;CDR - SCR hyp;N3252:HE3252;R3252C14:R3252C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - Existing business - FP(future) - per Segment - Region 14;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_NB_R14S01_***;CDR - SCR hyp;N3253:HE3253;R3253C14:R3253C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - New business - FP(future) - per Segment - Region 14;
Counterparty Detailed;CPD_NL_PCO_N_R14_S01_***;CDR - SCR hyp;N3254:HE3254;R3254C14:R3254C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 14;
Counterparty Detailed;CPD_NL_PR_E_N_R14_S02_***;CDR - SCR hyp;N3256:HE3256;R3256C14:R3256C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 14;
Counterparty Detailed;CPD_NL_FL_PR_E_N_R14_S02_***;CDR - SCR hyp;N3257:HE3257;R3257C14:R3257C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Flood - Other regions - Net earned Premiums - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_HA_PR_E_N_R14_S02_***;CDR - SCR hyp;N3258:HE3258;R3258C14:R3258C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Hail - Other regions - Net earned Premiums - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_PR_E_N_NY_EB_R14_S02_***;CDR - SCR hyp;N3259:HE3259;R3259C14:R3259C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums Next year expectation - Existing business - Net Earned - per Segment - Region 14;
Counterparty Detailed;CPD_NL_FL_P_E_N_NY_EB_R14S02_***;CDR - SCR hyp;N3260:HE3260;R3260C14:R3260C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Flood - Other regions - next year expected: Net Earned Premiums - existing business - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_HA_P_E_N_NY_EB_R14S02_***;CDR - SCR hyp;N3261:HE3261;R3261C14:R3261C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Hail - Other regions - next year expected: Net Earned Premiums - existing business - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_PR_E_N_NY_NB_R14_S02_***;CDR - SCR hyp;N3262:HE3262;R3262C14:R3262C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums Next year expectation - New business - Net Earned - per Segment - Region 14;
Counterparty Detailed;CPD_NL_FL_P_E_N_NY_NB_R14S02_***;CDR - SCR hyp;N3263:HE3263;R3263C14:R3263C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Flood - Other regions - next year expected: Net Earned Premiums - new business - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_HA_P_E_N_NY_NB_R14S02_***;CDR - SCR hyp;N3264:HE3264;R3264C14:R3264C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Hail - Other regions - next year expected: Net Earned Premiums - new business - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_EXPPV_FP_EX_R14_S02_***;CDR - SCR hyp;N3265:HE3265;R3265C14:R3265C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - FP(existing) - per Segment - Region 14;
Counterparty Detailed;CPD_NL_FL_EXPPV_FP_EX_R14S02_***;CDR - SCR hyp;N3266:HE3266;R3266C14:R3266C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Flood - Other regions - expected present value - FP(existing) - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_HA_EXPPV_FP_EX_R14S02_***;CDR - SCR hyp;N3267:HE3267;R3267C14:R3267C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Hail - Other regions - expected present value - FP(existing) - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_EB_R14S02_***;CDR - SCR hyp;N3268:HE3268;R3268C14:R3268C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - Existing business - FP(future) - per Segment - Region 14;
Counterparty Detailed;CPD_NL_FL_EP_FP_FU_EB_R14S02_***;CDR - SCR hyp;N3269:HE3269;R3269C14:R3269C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Flood - Other regions - expected present value - FP(future) - existing business - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_HA_EP_FP_FU_EB_R14S02_***;CDR - SCR hyp;N3270:HE3270;R3270C14:R3270C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Hail - Other regions - expected present value - FP(future) - existing business - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_EXPPV_FP_FU_NB_R14S02_***;CDR - SCR hyp;N3271:HE3271;R3271C14:R3271C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - expected present value - New business - FP(future) - per Segment - Region 14;
Counterparty Detailed;CPD_NL_FL_EP_FP_FU_NB_R14S02_***;CDR - SCR hyp;N3272:HE3272;R3272C14:R3272C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Flood - Other regions - expected present value - FP(future) - new business - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_HA_EP_FP_FU_NB_R14S02_***;CDR - SCR hyp;N3273:HE3273;R3273C14:R3273C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Hail - Other regions - expected present value - FP(future) - new business - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_PCO_N_R14_S02_***;CDR - SCR hyp;N3274:HE3274;R3274C14:R3274C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - net PCO - per Segment - Region 14;
Counterparty Detailed;CPD_NL_FL_PCO_N_R14_S02_***;CDR - SCR hyp;N3275:HE3275;R3275C14:R3275C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Flood - Other regions - net PCO - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_HA_PCO_N_R14_S02_***;CDR - SCR hyp;N3276:HE3276;R3276C14:R3276C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Hail - Other regions - net PCO - Region 14 - Segment 2;
Counterparty Detailed;CPD_NL_PR_E_N_R14_S03_***;CDR - SCR hyp;N3278:HE3278;R3278C14:R3278C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums - Net - Earned - per Segment - Region 14;
Counterparty Detailed;CPD_NL_WS_PR_E_N_R14_S03_***;CDR - SCR hyp;N3279:HE3279;R3279C14:R3279C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Windstorm - Other regions - Net earned Premiums - Region 14 - Segment 3;
Counterparty Detailed;CPD_NL_FL_PR_E_N_R14_S03_***;CDR - SCR hyp;N3280:HE3280;R3280C14:R3280C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Flood - Other regions - Net earned Premiums - Region 14 - Segment 3;
Counterparty Detailed;CPD_NL_EQ_PR_E_N_R14_S03_***;CDR - SCR hyp;N3281:HE3281;R3281C14:R3281C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Earthquake - Other regions - Net earned Premiums - Region 14 - Segment 3;
Counterparty Detailed;CPD_NL_HA_PR_E_N_R14_S03_***;CDR - SCR hyp;N3282:HE3282;R3282C14:R3282C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life catastrophe risk - Hail - Other regions - Net earned Premiums - Region 14 - Segment 3;
Counterparty Detailed;CPD_NL_PR_E_N_NY_EB_R14_S03_***;CDR - SCR hyp;N3283:HE3283;R3283C14:R3283C213;N;8;Y;;;Counterparty default risk input - calculation of hypothetical SCR(s) - per counterparty - Non-life underwriting risk input - Premium and reserve risk - Premiums Next year expectation - Existing business - Net Earned - per Segment - Region 14;
